"p_id","program","comments","date_added","url","status","term","us_or_international","gpa","gre","gre_v","gre_aw","degree"
123,"McGill University, Computer Science","Thesis Master of Computer Science, finally got my rejection notice","2025-05-20","https://www.thegradcafe.com/result/985974","Rejected on 20 May","Fall 2025","International","3.8",NULL,NULL,NULL,"Masters"
124,"McGill University, Computer Science","NA","2025-05-20","https://www.thegradcafe.com/result/985973","Rejected on 20 May","Fall 2025","International","3.7",NULL,NULL,NULL,"Masters"
125,"Johns Hopkins Bloomberg School of Public Health, Population, Family, and Reproductive Health","NA","2025-05-20","https://www.thegradcafe.com/result/985972","Accepted on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
126,"Virginia Tech, Biology","NA","2025-05-20","https://www.thegradcafe.com/result/985971","Rejected on 20 May","Fall 2025","American","3.7",NULL,NULL,NULL,"Masters"
127,"University of Virginia, Data Science","Did not have any publications. Had some industrial experience (Data Analyst)","2025-05-20","https://www.thegradcafe.com/result/985970","Rejected on 28 Feb","Fall 2025","International","3.53","329","161","4","PhD"
128,"Indiana University Bloomington, Data Science","NA","2025-05-20","https://www.thegradcafe.com/result/985969","Accepted on 30 Jan","Fall 2025","International","3.53","329","161","4","Masters"
129,"University of Utah, Mathematics","Applied on Dec 25. Holding BS and MS in Economics","2025-05-20","https://www.thegradcafe.com/result/985968","Rejected on 22 Mar","Fall 2025","International","3.53","329","161","4","PhD"
130,"Purdue University, Joint MS in CS and Stat","NA","2025-05-20","https://www.thegradcafe.com/result/985967","Rejected on 21 Apr","Fall 2025","International",NULL,"329",NULL,NULL,"Masters"
131,"University of Maryland, AMSC","Submitted the application on Dec 11","2025-05-20","https://www.thegradcafe.com/result/985966","Rejected on 2 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
132,"University of California, San Diego, Data Science","Applied on Nov 30, 2024. Holding BS and MS in Economics","2025-05-20","https://www.thegradcafe.com/result/985965","Rejected on 2 Apr","Fall 2025","International","3.53","329","161","4","PhD"
133,"Harvard University, Data Science","NA","2025-05-20","https://www.thegradcafe.com/result/985963","Rejected on 8 Feb","Fall 2025","International","3.53","329","161","4","Masters"
134,"Carnegie Mellon University, Machine Learning","Coming from a different major, holding BS and MS in Econ","2025-05-20","https://www.thegradcafe.com/result/985962","Rejected on 24 Jan","Fall 2025","International","3.53","329","161","4","Masters"
135,"Oklahoma State University, Mechanical Engineering","Did not receive any financial assistance","2025-05-20","https://www.thegradcafe.com/result/985961","Accepted on 12 May","Fall 2025","International","3.39","159","152","3.5","Masters"
136,"Rochester Institute of Technology, Physics","About time","2025-05-20","https://www.thegradcafe.com/result/985960","Rejected on 19 May","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
137,"University of California (UCLA), Public Health","NA","2025-05-20","https://www.thegradcafe.com/result/985959","Wait listed on 25 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
138,"University of California, Irvine, Public Health","Waitlisted 3/7/2025
Accepted 4/25/2025","2025-05-20","https://www.thegradcafe.com/result/985958","Accepted on 25 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
139,"University of Southern California, Public Health","NA","2025-05-20","https://www.thegradcafe.com/result/985957","Accepted on 22 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
140,"University of New Mexico, Physics","NA","2025-05-20","https://www.thegradcafe.com/result/985956","Rejected on 12 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
141,"New Mexico State University, Physics","NA","2025-05-20","https://www.thegradcafe.com/result/985955","Rejected on 12 May","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
142,"University of Georgia, Physics","NA","2025-05-20","https://www.thegradcafe.com/result/985954","Rejected on 19 May","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
143,"Western Washington University, Speech Language Pathology","Waitlisted 3/7, accepted 5/15","2025-05-19","https://www.thegradcafe.com/result/985952","Accepted on 15 May","Fall 2025","American","3.89",NULL,NULL,NULL,"Masters"
144,"1 December University of Alba Iulia, Political Science","NA","2025-05-19","https://www.thegradcafe.com/result/985951","Accepted on 19 May","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
145,"University of Oxford, Education","NA","2025-05-19","https://www.thegradcafe.com/result/985950","Interview on 15 May","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
146,"Bocconi University/Sciences Po Paris, Political Science","Italian, GPA is out of 31. Kinda surprised because I come from a no-name university and especially I haven't done any internships.","2025-05-19","https://www.thegradcafe.com/result/985949","Accepted on 14 May","Fall 2025","International",NULL,"163","167","3.5","Masters"
147,"University of Idaho, Statistical Science","Sent a mail to the department regarding funding.","2025-05-18","https://www.thegradcafe.com/result/985948","Accepted on 18 May","Fall 2025","International","3.77",NULL,NULL,NULL,"Masters"
148,"Ulster University, Creative Writing Fiction","Waitlisted for funding. Accepted to program","2025-05-18","https://www.thegradcafe.com/result/985947","Accepted on 16 May","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
149,"New York University, Abu Dhabi, Philosophy","I STILL WON'T SETTLE FOR MEDIOCRITY MFSSSSSSS!!!!!! EITHER I BECOME GREAT OR I DIE. THATS WHY I DID IT IN 2018!","2025-05-18","https://www.thegradcafe.com/result/985946","Rejected on 18 May","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
150,"Carleton University, International Affairs","NA","2025-05-18","https://www.thegradcafe.com/result/985945","Accepted on 28 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
151,"University of Alaska Fairbanks, Biochemistry and Neuroscience","Cold email to PI and research alignment made a great impact on my application.","2025-05-18","https://www.thegradcafe.com/result/985944","Accepted on 17 Apr","Fall 2025","International","3.45",NULL,NULL,NULL,"PhD"
152,"University of Chicago, MAPH","NA","2025-05-17","https://www.thegradcafe.com/result/985943","Accepted on 17 May","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
153,"University of Texas at Arlington, Mathematics","I got unconditional admittion and looking for GAship position.","2025-05-17","https://www.thegradcafe.com/result/985942","Wait listed on 16 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
154,"Imperial College London, Biomedical Research","NA","2025-05-17","https://www.thegradcafe.com/result/985941","Accepted on 19 Mar","Fall 2025","International","4","336","166","4.5","Masters"
155,"University of Cambridge, Biological Sciences","NA","2025-05-17","https://www.thegradcafe.com/result/985940","Interview on 12 May","Fall 2025","International","4","336","166","4.5","Masters"
156,"University of Oxford, Paediatrics","NA","2025-05-17","https://www.thegradcafe.com/result/985939","Interview on 14 May","Fall 2025","International","4","336","166","4.5","PhD"
157,"Harvard University, Immunology","NA","2025-05-17","https://www.thegradcafe.com/result/985938","Interview on 16 May","Fall 2025","International","4","336","166","4.5","Masters"
158,"Texas A&M University - College Station, Plant Pathology","NA","2025-05-17","https://www.thegradcafe.com/result/985937","Rejected on 17 May","Fall 2025","International","3",NULL,NULL,NULL,"PhD"
159,"UBCO, Social Work","Last two years GPA 4.1/4.33","2025-05-17","https://www.thegradcafe.com/result/985936","Rejected on 16 May","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
160,"University of Chicago, MAPH","NA","2025-05-17","https://www.thegradcafe.com/result/985935","Accepted on 17 May","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
161,"Texas Christian University, Criminology and Criminal Justice","Applied in late March, received acceptance via package.","2025-05-16","https://www.thegradcafe.com/result/985934","Accepted on 14 May","Fall 2025","American","3.7",NULL,NULL,NULL,"Masters"
162,"Northeastern University, Physics","Glad they finally got back to me EIGHT MONTHS LATER.","2025-05-16","https://www.thegradcafe.com/result/985933","Rejected on 16 May","Fall 2025","American","4.07",NULL,NULL,NULL,"PhD"
163,"University of British Columbia, Dual Library Science and Archive Studies","Rejected from the dual program, waitlisted for MLIS. Has anyone heard back from this waitlist?","2025-05-16","https://www.thegradcafe.com/result/985932","Rejected on 17 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
164,"Antioch University, CMHC","Had an interview on 15 evening and got acceptance the next morning","2025-05-16","https://www.thegradcafe.com/result/985931","Accepted on 16 May","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
165,"University of Waterloo, Architecture","canadian. undergrad from hong kong. clicked into the quest and saw the admission result. waiting for the admission letter.","2025-05-16","https://www.thegradcafe.com/result/985930","Accepted on 16 May","Fall 2025","International","3.4",NULL,NULL,NULL,"Masters"
166,"Purdue University, Electrical And Computer Engineering","NA","2025-05-16","https://www.thegradcafe.com/result/985929","Rejected on 14 May","Fall 2025","International","3.65",NULL,NULL,NULL,"PhD"
167,"George Washington University, Hospitality and Tourism Management","NA","2025-05-16","https://www.thegradcafe.com/result/985928","Accepted on 10 Mar","Fall 2025","International","3.05",NULL,NULL,NULL,"Masters"
168,"NYU Graduate School of Arts and Science, Clinical Psychology","Studied literature and creative writing undergrad at Hunter College. Decided 5 years later I wanted to pursue psych and went back to Hunter to take 4 psych classes to be a more competitive applicant. Applied March 1st.","2025-05-16","https://www.thegradcafe.com/result/985927","Rejected on 15 May","Fall 2025","American","3.7",NULL,NULL,NULL,"Masters"
169,"Ecole Polytechnique Federale De Lausanne (EPFL), EDPY","Interviewed with a lab in April before applying to doctoral school","2025-05-16","https://www.thegradcafe.com/result/985926","Accepted on 15 May","Fall 2025","International","4",NULL,NULL,NULL,"PhD"
170,"University of Maryland, College Park, Computer Science","Yesterday, my application portal was changed from under program review to under grad school review. Today, I got the rejection letter. I don’t know why I didn’t get any notification on May 2nd.","2025-05-16","https://www.thegradcafe.com/result/985925","Rejected on 16 May","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
171,"University of Calabria, Physics","NA","2025-05-16","https://www.thegradcafe.com/result/985924","Accepted on 12 May","Fall 2025","International","3.79",NULL,NULL,NULL,"Masters"
172,"University of Hawaii at Manoa, Cell and Molecular Biology","Haven’t seen anything for the CMB program for UH at Manoa on here, but has anyone heard anything about it? I had my virtual interview on Jan 17 but it’s been radio silence since then. I reached out to them sometime around late April and I haven’t gotten a reply. I think it’s safe to assume I was ghosted :/ but has anyone else experienced this??","2025-05-15","https://www.thegradcafe.com/result/985923","Interview on 8 Jan","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
173,"Emerson College, Speech Language Pathology","NA","2025-05-15","https://www.thegradcafe.com/result/985922","Interview on 13 May","Fall 2025","American","2.8",NULL,NULL,NULL,"Masters"
174,"University of the Pacific, Speech Language Pathology","NA","2025-05-15","https://www.thegradcafe.com/result/985921","Rejected on 11 Mar","Fall 2025","American","2.8",NULL,NULL,NULL,"Masters"
175,"St Bonaventure University, Speech Language Pathology","NA","2025-05-15","https://www.thegradcafe.com/result/985920","Accepted on 13 May","Fall 2025","American","3.3",NULL,NULL,NULL,"Masters"
176,"University of St. Augustine for Health Sciences, Speech Language Pathology","NA","2025-05-15","https://www.thegradcafe.com/result/985919","Accepted on 15 Apr","Fall 2025","American","2.8",NULL,NULL,NULL,"Masters"
177,"CSU East Bay, Speech Language Pathology","Waitlisted on 3/19, officially rejected on 5/14.","2025-05-15","https://www.thegradcafe.com/result/985918","Rejected on 14 May","Fall 2025","American","2.8",NULL,NULL,NULL,"Masters"
